example_id                                                               | status  | run_time |
./spec/controllers/spree/checkout_controller_spec.rb[1:2:4:1]            | unknown |          |
./spec/controllers/spree/checkout_controller_spec.rb[1:2:4:2]            | unknown |          |
./spec/controllers/spree/checkout_controller_spec.rb[1:2:5:1]            | unknown |          |
./spec/controllers/spree/checkout_controller_spec.rb[1:2:6:1:1]          | unknown |          |
./spec/controllers/spree/checkout_controller_spec.rb[1:2:6:2:1]          | unknown |          |
./spec/controllers/spree/checkout_controller_spec.rb[1:2:7:1]            | unknown |          |
./spec/controllers/spree/checkout_controller_spec.rb[1:3:1:1]            | unknown |          |
./spec/controllers/spree/checkout_controller_spec.rb[1:3:1:2]            | unknown |          |
./spec/controllers/spree/checkout_controller_spec.rb[1:4:1]              | unknown |          |
./spec/controllers/spree/checkout_controller_spec.rb[1:4:2]              | unknown |          |
./spec/controllers/spree/checkout_controller_spec.rb[1:5]                | unknown |          |
./spec/controllers/spree/checkout_controller_spec.rb[1:6:1:1]            | unknown |          |
./spec/controllers/spree/checkout_controller_spec.rb[1:6:2:1]            | unknown |          |
./spec/controllers/spree/checkout_controller_spec.rb[1:6:2:2:1]          | unknown |          |
./spec/controllers/spree/checkout_controller_spec.rb[1:6:2:2:2]          | unknown |          |
./spec/controllers/spree/checkout_controller_with_views_spec.rb[1:1:1:1] | unknown |          |
./spec/controllers/spree/content_controller_spec.rb[1:1]                 | unknown |          |
./spec/controllers/spree/current_order_tracking_spec.rb[1:1]             | unknown |          |
./spec/controllers/spree/current_order_tracking_spec.rb[1:2:1]           | unknown |          |
./spec/controllers/spree/current_order_tracking_spec.rb[2:1:1]           | unknown |          |
./spec/controllers/spree/home_controller_spec.rb[1:1]                    | unknown |          |
./spec/controllers/spree/home_controller_spec.rb[1:2:1]                  | unknown |          |
./spec/controllers/spree/home_controller_spec.rb[1:2:2:1]                | unknown |          |
./spec/controllers/spree/orders_controller_ability_spec.rb[1:1]          | unknown |          |
./spec/controllers/spree/orders_controller_ability_spec.rb[1:2:1:1]      | unknown |          |
./spec/controllers/spree/orders_controller_ability_spec.rb[1:2:2:1]      | unknown |          |
./spec/controllers/spree/orders_controller_ability_spec.rb[1:2:3:1]      | unknown |          |
./spec/controllers/spree/orders_controller_ability_spec.rb[1:2:4:1]      | unknown |          |
./spec/controllers/spree/orders_controller_ability_spec.rb[1:2:5:1]      | unknown |          |
./spec/controllers/spree/orders_controller_ability_spec.rb[1:3:1:1:1]    | unknown |          |
./spec/controllers/spree/orders_controller_ability_spec.rb[1:3:1:1:2]    | unknown |          |
./spec/controllers/spree/orders_controller_ability_spec.rb[1:3:1:2:1]    | unknown |          |
./spec/controllers/spree/orders_controller_spec.rb[1:1:1:1]              | unknown |          |
./spec/controllers/spree/orders_controller_spec.rb[1:1:1:2:1]            | unknown |          |
./spec/controllers/spree/orders_controller_spec.rb[1:1:1:2:2]            | unknown |          |
./spec/controllers/spree/orders_controller_spec.rb[1:1:1:2:3]            | unknown |          |
./spec/controllers/spree/orders_controller_spec.rb[1:1:1:2:4:1]          | unknown |          |
./spec/controllers/spree/orders_controller_spec.rb[1:1:1:2:5:1]          | unknown |          |
./spec/controllers/spree/orders_controller_spec.rb[1:1:2:1:1]            | unknown |          |
./spec/controllers/spree/orders_controller_spec.rb[1:1:2:1:2]            | unknown |          |
./spec/controllers/spree/orders_controller_spec.rb[1:1:2:1:3]            | unknown |          |
./spec/controllers/spree/orders_controller_spec.rb[1:1:2:1:4:1:1]        | unknown |          |
./spec/controllers/spree/orders_controller_spec.rb[1:1:2:1:4:2:1]        | unknown |          |
./spec/controllers/spree/orders_controller_spec.rb[1:1:2:1:4:2:2:1]      | unknown |          |
./spec/controllers/spree/orders_controller_spec.rb[1:1:3:1]              | unknown |          |
./spec/controllers/spree/orders_controller_spec.rb[1:1:4:1]              | unknown |          |
./spec/controllers/spree/orders_controller_spec.rb[1:2:1]                | unknown |          |
./spec/controllers/spree/orders_controller_transitions_spec.rb[1:1:1]    | unknown |          |
./spec/controllers/spree/products_controller_spec.rb[1:1]                | unknown |          |
./spec/controllers/spree/products_controller_spec.rb[1:2]                | unknown |          |
./spec/controllers/spree/products_controller_spec.rb[1:3]                | unknown |          |
./spec/controllers/spree/products_controller_spec.rb[1:4]                | unknown |          |
./spec/controllers/spree/taxons_controller_spec.rb[1:1]                  | unknown |          |
./spec/features/address_spec.rb[1:1:1:1]                                 | unknown |          |
./spec/features/address_spec.rb[1:1:2:1]                                 | unknown |          |
./spec/features/address_spec.rb[1:1:3:1]                                 | unknown |          |
./spec/features/address_spec.rb[1:2:1]                                   | unknown |          |
./spec/features/automatic_promotion_adjustments_spec.rb[1:1:1]           | unknown |          |
./spec/features/caching/products_spec.rb[1:1]                            | unknown |          |
./spec/features/caching/products_spec.rb[1:2]                            | unknown |          |
./spec/features/caching/products_spec.rb[1:3]                            | unknown |          |
./spec/features/caching/products_spec.rb[1:4]                            | unknown |          |
./spec/features/caching/products_spec.rb[1:5]                            | unknown |          |
./spec/features/caching/taxons_spec.rb[1:1]                              | unknown |          |
./spec/features/cart_spec.rb[1:1]                                        | unknown |          |
./spec/features/cart_spec.rb[1:2]                                        | unknown |          |
./spec/features/cart_spec.rb[1:3]                                        | unknown |          |
./spec/features/cart_spec.rb[1:4]                                        | unknown |          |
./spec/features/cart_spec.rb[1:5]                                        | unknown |          |
./spec/features/cart_spec.rb[1:6:1]                                      | unknown |          |
./spec/features/cart_spec.rb[1:7]                                        | unknown |          |
./spec/features/checkout_spec.rb[1:1:1:1]                                | unknown |          |
./spec/features/checkout_spec.rb[1:1:1:2]                                | unknown |          |
./spec/features/checkout_spec.rb[1:1:2:1]                                | unknown |          |
./spec/features/checkout_spec.rb[1:1:3:1]                                | unknown |          |
./spec/features/checkout_spec.rb[1:1:4:1]                                | unknown |          |
./spec/features/checkout_spec.rb[1:2:1:1:1]                              | unknown |          |
./spec/features/checkout_spec.rb[1:2:1:2:1]                              | unknown |          |
./spec/features/checkout_spec.rb[1:2:2:1:1]                              | unknown |          |
./spec/features/checkout_spec.rb[1:2:2:2:1:1]                            | unknown |          |
./spec/features/checkout_spec.rb[1:2:2:2:2:1]                            | unknown |          |
./spec/features/checkout_spec.rb[1:3:1]                                  | unknown |          |
./spec/features/checkout_spec.rb[1:4:1]                                  | unknown |          |
./spec/features/checkout_spec.rb[1:4:2]                                  | unknown |          |
./spec/features/checkout_spec.rb[1:5:1]                                  | unknown |          |
./spec/features/checkout_spec.rb[1:5:2]                                  | unknown |          |
./spec/features/checkout_spec.rb[1:6:1]                                  | unknown |          |
./spec/features/checkout_spec.rb[1:6:2]                                  | unknown |          |
./spec/features/checkout_spec.rb[1:7:1]                                  | unknown |          |
./spec/features/checkout_spec.rb[1:8:1:1]                                | unknown |          |
./spec/features/checkout_spec.rb[1:8:1:2]                                | unknown |          |
./spec/features/checkout_spec.rb[1:8:2:1]                                | unknown |          |
./spec/features/checkout_spec.rb[1:8:2:2]                                | unknown |          |
./spec/features/checkout_spec.rb[1:9:1]                                  | unknown |          |
./spec/features/checkout_spec.rb[1:9:2:1]                                | unknown |          |
./spec/features/checkout_spec.rb[1:9:3:1]                                | unknown |          |
./spec/features/checkout_spec.rb[1:10:1]                                 | unknown |          |
./spec/features/checkout_spec.rb[1:11:1:1]                               | unknown |          |
./spec/features/checkout_spec.rb[1:11:2:1]                               | unknown |          |
./spec/features/checkout_spec.rb[1:12:1]                                 | unknown |          |
./spec/features/checkout_spec.rb[1:12:2]                                 | unknown |          |
./spec/features/checkout_spec.rb[1:13:1]                                 | unknown |          |
./spec/features/checkout_spec.rb[1:13:2:1]                               | unknown |          |
./spec/features/checkout_spec.rb[1:14:1]                                 | unknown |          |
./spec/features/checkout_spec.rb[1:14:2]                                 | unknown |          |
./spec/features/checkout_unshippable_spec.rb[1:1]                        | unknown |          |
./spec/features/coupon_code_spec.rb[1:1:1:1:1]                           | unknown |          |
./spec/features/coupon_code_spec.rb[1:1:1:1:2]                           | unknown |          |
./spec/features/coupon_code_spec.rb[1:1:1:1:3:1]                         | unknown |          |
./spec/features/coupon_code_spec.rb[1:1:1:2:1:1]                         | unknown |          |
./spec/features/coupon_code_spec.rb[1:1:2:1]                             | unknown |          |
./spec/features/coupon_code_spec.rb[1:1:2:2]                             | unknown |          |
./spec/features/coupon_code_spec.rb[1:1:2:3]                             | unknown |          |
./spec/features/coupon_code_spec.rb[1:1:2:4:1]                           | unknown |          |
./spec/features/coupon_code_spec.rb[1:1:2:5]                             | unknown |          |
./spec/features/coupon_code_spec.rb[1:1:2:6:1]                           | unknown |          |
./spec/features/coupon_code_spec.rb[1:1:2:7:1]                           | unknown |          |
./spec/features/currency_spec.rb[1:1]                                    | unknown |          |
./spec/features/free_shipping_promotions_spec.rb[1:1:1]                  | unknown |          |
./spec/features/locale_spec.rb[1:1:1]                                    | unknown |          |
./spec/features/order_spec.rb[1:1]                                       | unknown |          |
./spec/features/order_spec.rb[1:2]                                       | unknown |          |
./spec/features/order_spec.rb[1:3]                                       | unknown |          |
./spec/features/order_spec.rb[1:4]                                       | unknown |          |
./spec/features/order_spec.rb[1:5:1]                                     | unknown |          |
./spec/features/order_spec.rb[1:6]                                       | unknown |          |
./spec/features/products_spec.rb[1:1]                                    | unknown |          |
./spec/features/products_spec.rb[1:2:1]                                  | unknown |          |
./spec/features/products_spec.rb[1:2:2]                                  | unknown |          |
./spec/features/products_spec.rb[1:3:1]                                  | unknown |          |
./spec/features/products_spec.rb[1:3:2]                                  | unknown |          |
./spec/features/products_spec.rb[1:3:3]                                  | unknown |          |
./spec/features/products_spec.rb[1:3:4]                                  | unknown |          |
./spec/features/products_spec.rb[1:3:5]                                  | unknown |          |
./spec/features/products_spec.rb[1:4:1]                                  | unknown |          |
./spec/features/products_spec.rb[1:5:1:1]                                | unknown |          |
./spec/features/products_spec.rb[1:5:1:2]                                | unknown |          |
./spec/features/products_spec.rb[1:5:1:3]                                | unknown |          |
./spec/features/products_spec.rb[1:5:1:4]                                | unknown |          |
./spec/features/products_spec.rb[1:6]                                    | unknown |          |
./spec/features/products_spec.rb[1:7:1]                                  | unknown |          |
./spec/features/products_spec.rb[1:7:2]                                  | unknown |          |
./spec/features/products_spec.rb[1:8:1]                                  | unknown |          |
./spec/features/products_spec.rb[1:9]                                    | unknown |          |
./spec/features/products_spec.rb[1:10]                                   | unknown |          |
./spec/features/products_spec.rb[1:11]                                   | unknown |          |
./spec/features/products_spec.rb[1:12]                                   | unknown |          |
./spec/features/products_spec.rb[1:13]                                   | unknown |          |
./spec/features/products_spec.rb[1:14]                                   | unknown |          |
./spec/features/products_spec.rb[1:15]                                   | unknown |          |
./spec/features/products_spec.rb[1:16]                                   | unknown |          |
./spec/features/products_spec.rb[1:17]                                   | unknown |          |
./spec/features/promotion_code_invalidation_spec.rb[1:1]                 | unknown |          |
./spec/features/quantity_promotions_spec.rb[1:1]                         | unknown |          |
./spec/features/quantity_promotions_spec.rb[1:2]                         | unknown |          |
./spec/features/quantity_promotions_spec.rb[1:3:1]                       | unknown |          |
./spec/features/taxons_spec.rb[1:1]                                      | unknown |          |
./spec/features/taxons_spec.rb[1:2]                                      | unknown |          |
./spec/features/taxons_spec.rb[1:3:1]                                    | unknown |          |
./spec/features/taxons_spec.rb[1:3:2]                                    | unknown |          |
./spec/features/taxons_spec.rb[1:3:3]                                    | unknown |          |
./spec/features/taxons_spec.rb[1:3:4]                                    | unknown |          |
./spec/features/taxons_spec.rb[1:3:5]                                    | unknown |          |
./spec/features/taxons_spec.rb[1:4:1]                                    | unknown |          |
./spec/features/taxons_spec.rb[1:4:2]                                    | unknown |          |
./spec/features/taxons_spec.rb[1:4:3]                                    | unknown |          |
./spec/features/taxons_spec.rb[1:4:4]                                    | unknown |          |
./spec/features/taxons_spec.rb[1:4:5]                                    | unknown |          |
./spec/features/taxons_spec.rb[1:4:6]                                    | unknown |          |
./spec/features/taxons_spec.rb[1:5:1]                                    | unknown |          |
./spec/features/taxons_spec.rb[1:5:2:1]                                  | unknown |          |
./spec/features/template_rendering_spec.rb[1:1]                          | unknown |          |
./spec/generators/solidus/views/override_generator_spec.rb[1:1:1]        | unknown |          |
./spec/generators/solidus/views/override_generator_spec.rb[1:2:1:1]      | unknown |          |
./spec/helpers/base_helper_spec.rb[1:1]                                  | unknown |          |
./spec/helpers/order_helper_spec.rb[1:1]                                 | unknown |          |
./spec/helpers/taxon_filters_helper_spec.rb[1:1]                         | unknown |          |
./spec/views/spree/checkout/_summary_spec.rb[1:1]                        | unknown |          |
